sentence;label
Unless otherwise stated, the test shall be performed with a single carrier at each of the RF channels B, M and T.;1
The specific 1s detailed in ECSS–Q–60–xx shall apply for components not covered by a generic specification.;1
Design rules shall establish minimum bend radii as given in Table 1.;1
The POTS impedance conversion is measured with idle power feed, no power delivered to the U-O2P and U-R interfaces.;0
Safety monitoring, display, alarm and safing capabilities shall be incorporated for manned space systems.;1
The logical link must be completed before the Logical Link Accept Timeout expires on the local AMP.;1
The security parameters for authentication, integrity protection and ciphering are tied together in an EPS security context and identified by a key set identifier for E-UTRAN (eKSI).;1
If the relay index sub-field has a value other than 0, the device shall compare its network address with the address found at the relay index in the relay list.;1
The traveller inserts information regarding the starting point and the destination of the trip and the app shows all the alternatives for reaching it, so that the traveller chooses which one he/she prefers.;1
This message is sent by an eNB to a neighbouring eNB to transfer the initialization information for a TNL association.;0
So the key reconfiguration aspects include: turning the DPU hosted DSL termination on or off, blocking RPF DC from passing back into the legacy telephony network, and connecting or disconnecting the DPU RPF PSU from the low-pass signal path.;0
This is not applicable to BS operating in Band n28.;0
If any of these characteristics changes, then this paragraph shall highlight the change(s).;1
Whenever production schedules, alternate practices, or other considerations, require harness storage, the wire harness shall be packaged, handled, and transported in a manner that minimizes possible damage or environmental degradation.;1
